"";"date";"year";"month";"day";"co2"
"13218";2014-04-23;2014;4;23;394,12
"13219";2014-04-24;2014;4;24;394,08
"13220";2014-04-25;2014;4;25;394,06
"13221";2014-04-26;2014;4;26;394,05
"13222";2014-04-27;2014;4;27;394,08
"13223";2014-04-28;2014;4;28;394,1
"13224";2014-04-29;2014;4;29;394,12
"13225";2014-04-30;2014;4;30;394,15
"13226";2014-05-01;2014;5;1;394,16
"13227";2014-05-02;2014;5;2;394,17
"13228";2014-05-03;2014;5;3;394,17
"13229";2014-05-04;2014;5;4;394,21
"13230";2014-05-05;2014;5;5;394,27
"13231";2014-05-06;2014;5;6;394,25
"13232";2014-05-07;2014;5;7;394,2
"13233";2014-05-08;2014;5;8;394,25
"13234";2014-05-09;2014;5;9;394,3
"13235";2014-05-10;2014;5;10;394,33
"13236";2014-05-11;2014;5;11;394,41
"13237";2014-05-12;2014;5;12;394,42
"13238";2014-05-13;2014;5;13;394,44
"13239";2014-05-14;2014;5;14;394,47
"13240";2014-05-15;2014;5;15;394,47
"13241";2014-05-16;2014;5;16;394,46
"13242";2014-05-17;2014;5;17;394,39
"13243";2014-05-18;2014;5;18;394,41
"13244";2014-05-19;2014;5;19;394,47
"13245";2014-05-20;2014;5;20;394,53
"13246";2014-05-21;2014;5;21;394,58
"13247";2014-05-22;2014;5;22;394,6
"13248";2014-05-23;2014;5;23;394,54
"13249";2014-05-24;2014;5;24;394,55
"13250";2014-05-25;2014;5;25;394,57
"13251";2014-05-26;2014;5;26;394,57
"13252";2014-05-27;2014;5;27;394,53
"13253";2014-05-28;2014;5;28;394,54
"13254";2014-05-29;2014;5;29;394,58
"13255";2014-05-30;2014;5;30;394,6
"13256";2014-05-31;2014;5;31;394,6
"13257";2014-06-01;2014;6;1;394,62
"13258";2014-06-02;2014;6;2;394,62
"13259";2014-06-03;2014;6;3;394,59
"13260";2014-06-04;2014;6;4;394,61
"13261";2014-06-05;2014;6;5;394,64
"13262";2014-06-06;2014;6;6;394,66
"13263";2014-06-07;2014;6;7;394,65
"13264";2014-06-08;2014;6;8;394,64
"13265";2014-06-09;2014;6;9;394,69
"13266";2014-06-10;2014;6;10;394,72
"13267";2014-06-11;2014;6;11;394,68
"13268";2014-06-12;2014;6;12;394,68
"13269";2014-06-13;2014;6;13;394,69
"13270";2014-06-14;2014;6;14;394,69
"13271";2014-06-15;2014;6;15;394,77
"13272";2014-06-16;2014;6;16;394,81
"13273";2014-06-17;2014;6;17;394,77
"13274";2014-06-18;2014;6;18;394,75
"13275";2014-06-19;2014;6;19;394,76
"13276";2014-06-20;2014;6;20;394,76
"13277";2014-06-21;2014;6;21;394,75
"13278";2014-06-22;2014;6;22;394,75
"13279";2014-06-23;2014;6;23;394,77
"13280";2014-06-24;2014;6;24;394,78
"13281";2014-06-25;2014;6;25;394,86
"13282";2014-06-26;2014;6;26;394,88
"13283";2014-06-27;2014;6;27;394,89
"13284";2014-06-28;2014;6;28;394,92
"13285";2014-06-29;2014;6;29;394,94
"13286";2014-06-30;2014;6;30;394,96
"13287";2014-07-01;2014;7;1;394,98
"13288";2014-07-02;2014;7;2;394,95
"13289";2014-07-03;2014;7;3;394,98
"13290";2014-07-04;2014;7;4;394,98
"13291";2014-07-05;2014;7;5;395,04
"13292";2014-07-06;2014;7;6;395,03
"13293";2014-07-07;2014;7;7;395,05
"13294";2014-07-08;2014;7;8;395,06
"13295";2014-07-09;2014;7;9;395,11
"13296";2014-07-10;2014;7;10;395,15
"13297";2014-07-11;2014;7;11;395,12
"13298";2014-07-12;2014;7;12;395,14
"13299";2014-07-13;2014;7;13;395,14
"13300";2014-07-14;2014;7;14;395,14
"13301";2014-07-15;2014;7;15;395,17
"13302";2014-07-16;2014;7;16;395,2
"13303";2014-07-17;2014;7;17;395,22
"13304";2014-07-18;2014;7;18;395,28
"13305";2014-07-19;2014;7;19;395,33
"13306";2014-07-20;2014;7;20;395,29
"13307";2014-07-21;2014;7;21;395,3
"13308";2014-07-22;2014;7;22;395,3
"13309";2014-07-23;2014;7;23;395,33
"13310";2014-07-24;2014;7;24;395,34
"13311";2014-07-25;2014;7;25;395,34
"13312";2014-07-26;2014;7;26;395,34
"13313";2014-07-27;2014;7;27;395,37
"13314";2014-07-28;2014;7;28;395,45
"13315";2014-07-29;2014;7;29;395,47
"13316";2014-07-30;2014;7;30;395,54
"13317";2014-07-31;2014;7;31;395,56
"13318";2014-08-01;2014;8;1;395,53
"13319";2014-08-02;2014;8;2;395,53
"13320";2014-08-03;2014;8;3;395,54
"13321";2014-08-04;2014;8;4;395,57
"13322";2014-08-05;2014;8;5;395,58
"13323";2014-08-06;2014;8;6;395,6
"13324";2014-08-07;2014;8;7;395,58
"13325";2014-08-08;2014;8;8;395,64
"13326";2014-08-09;2014;8;9;395,66
"13327";2014-08-10;2014;8;10;395,66
"13328";2014-08-11;2014;8;11;395,66
"13329";2014-08-12;2014;8;12;395,68
"13330";2014-08-13;2014;8;13;395,71
"13331";2014-08-14;2014;8;14;395,73
"13332";2014-08-15;2014;8;15;395,73
"13333";2014-08-16;2014;8;16;395,69
"13334";2014-08-17;2014;8;17;395,75
"13335";2014-08-18;2014;8;18;395,75
"13336";2014-08-19;2014;8;19;395,76
"13337";2014-08-20;2014;8;20;395,79
"13338";2014-08-21;2014;8;21;395,75
"13339";2014-08-22;2014;8;22;395,75
"13340";2014-08-23;2014;8;23;395,82
"13341";2014-08-24;2014;8;24;395,82
"13342";2014-08-25;2014;8;25;395,84
"13343";2014-08-26;2014;8;26;395,86
"13344";2014-08-27;2014;8;27;395,93
"13345";2014-08-28;2014;8;28;395,89
"13346";2014-08-29;2014;8;29;395,9
"13347";2014-08-30;2014;8;30;395,92
"13348";2014-08-31;2014;8;31;395,93
"13349";2014-09-01;2014;9;1;395,94
"13350";2014-09-02;2014;9;2;395,96
"13351";2014-09-03;2014;9;3;395,96
"13352";2014-09-04;2014;9;4;395,96
"13353";2014-09-05;2014;9;5;395,95
"13354";2014-09-06;2014;9;6;395,96
"13355";2014-09-07;2014;9;7;396
"13356";2014-09-08;2014;9;8;396
"13357";2014-09-09;2014;9;9;396,01
"13358";2014-09-10;2014;9;10;396,04
"13359";2014-09-11;2014;9;11;396,05
"13360";2014-09-12;2014;9;12;396,04
"13361";2014-09-13;2014;9;13;396,04
"13362";2014-09-14;2014;9;14;396,04
"13363";2014-09-15;2014;9;15;396,06
"13364";2014-09-16;2014;9;16;396,06
"13365";2014-09-17;2014;9;17;396,07
"13366";2014-09-18;2014;9;18;396,12
"13367";2014-09-19;2014;9;19;396,15
"13368";2014-09-20;2014;9;20;396,13
"13369";2014-09-21;2014;9;21;396,16
"13370";2014-09-22;2014;9;22;396,13
"13371";2014-09-23;2014;9;23;396,14
"13372";2014-09-24;2014;9;24;396,17
"13373";2014-09-25;2014;9;25;396,21
"13374";2014-09-26;2014;9;26;396,23
"13375";2014-09-27;2014;9;27;396,23
"13376";2014-09-28;2014;9;28;396,21
"13377";2014-09-29;2014;9;29;396,22
"13378";2014-09-30;2014;9;30;396,15
"13379";2014-10-01;2014;10;1;396,12
"13380";2014-10-02;2014;10;2;396,2
"13381";2014-10-03;2014;10;3;396,18
"13382";2014-10-04;2014;10;4;396,15
"13383";2014-10-05;2014;10;5;396,14
"13384";2014-10-06;2014;10;6;396,16
"13385";2014-10-07;2014;10;7;396,17
"13386";2014-10-08;2014;10;8;396,18
"13387";2014-10-09;2014;10;9;396,16
"13388";2014-10-10;2014;10;10;396,2
"13389";2014-10-11;2014;10;11;396,18
"13390";2014-10-12;2014;10;12;396,19
"13391";2014-10-13;2014;10;13;396,17
"13392";2014-10-14;2014;10;14;396,15
"13393";2014-10-15;2014;10;15;396,17
"13394";2014-10-16;2014;10;16;396,17
"13395";2014-10-17;2014;10;17;396,16
"13396";2014-10-18;2014;10;18;396,19
"13397";2014-10-19;2014;10;19;396,19
"13398";2014-10-20;2014;10;20;396,19
"13399";2014-10-21;2014;10;21;396,19
"13400";2014-10-22;2014;10;22;396,2
"13401";2014-10-23;2014;10;23;396,2
"13402";2014-10-24;2014;10;24;396,21
"13403";2014-10-25;2014;10;25;396,23
"13404";2014-10-26;2014;10;26;396,21
"13405";2014-10-27;2014;10;27;396,21
"13406";2014-10-28;2014;10;28;396,15
"13407";2014-10-29;2014;10;29;396,16
"13408";2014-10-30;2014;10;30;396,15
"13409";2014-10-31;2014;10;31;396,09
"13410";2014-11-01;2014;11;1;396,16
"13411";2014-11-02;2014;11;2;396,14
"13412";2014-11-03;2014;11;3;396,13
"13413";2014-11-04;2014;11;4;396,13
"13414";2014-11-05;2014;11;5;396,18
"13415";2014-11-06;2014;11;6;396,15
"13416";2014-11-07;2014;11;7;396,11
"13417";2014-11-08;2014;11;8;396,15
"13418";2014-11-09;2014;11;9;396,12
"13419";2014-11-10;2014;11;10;396,14
"13420";2014-11-11;2014;11;11;396,14
"13421";2014-11-12;2014;11;12;396,14
"13422";2014-11-13;2014;11;13;396,14
"13423";2014-11-14;2014;11;14;396,16
"13424";2014-11-15;2014;11;15;396,08
"13425";2014-11-16;2014;11;16;396,08
"13426";2014-11-17;2014;11;17;396,13
"13427";2014-11-18;2014;11;18;396,08
"13428";2014-11-19;2014;11;19;396,12
"13429";2014-11-20;2014;11;20;396,14
"13430";2014-11-21;2014;11;21;396,13
"13431";2014-11-22;2014;11;22;396,15
"13432";2014-11-23;2014;11;23;396,13
"13433";2014-11-24;2014;11;24;396,13
"13434";2014-11-25;2014;11;25;396,12
"13435";2014-11-26;2014;11;26;396,1
"13436";2014-11-27;2014;11;27;396,08
"13437";2014-11-28;2014;11;28;396,09
"13438";2014-11-29;2014;11;29;396,13
"13439";2014-11-30;2014;11;30;396,08
"13440";2014-12-01;2014;12;1;396,06
"13441";2014-12-02;2014;12;2;396,06
"13442";2014-12-03;2014;12;3;396,07
"13443";2014-12-04;2014;12;4;396,01
"13444";2014-12-05;2014;12;5;396,06
"13445";2014-12-06;2014;12;6;396,02
"13446";2014-12-07;2014;12;7;396,06
"13447";2014-12-08;2014;12;8;395,99
"13448";2014-12-09;2014;12;9;396,04
"13449";2014-12-10;2014;12;10;396,04
"13450";2014-12-11;2014;12;11;395,99
"13451";2014-12-12;2014;12;12;395,96
"13452";2014-12-13;2014;12;13;396
"13453";2014-12-14;2014;12;14;396,02
"13454";2014-12-15;2014;12;15;396,01
"13455";2014-12-16;2014;12;16;396,01
"13456";2014-12-17;2014;12;17;396
"13457";2014-12-18;2014;12;18;395,95
"13458";2014-12-19;2014;12;19;395,97
"13459";2014-12-20;2014;12;20;395,91
"13460";2014-12-21;2014;12;21;396,01
"13461";2014-12-22;2014;12;22;395,99
"13462";2014-12-23;2014;12;23;395,97
"13463";2014-12-24;2014;12;24;396
"13464";2014-12-25;2014;12;25;395,97
"13465";2014-12-26;2014;12;26;395,97
"13466";2014-12-27;2014;12;27;396,02
"13467";2014-12-28;2014;12;28;396,03
"13468";2014-12-29;2014;12;29;396,13
"13469";2014-12-30;2014;12;30;396,1
"13470";2014-12-31;2014;12;31;396,1
"13471";2015-01-01;2015;1;1;396,12
"13472";2015-01-02;2015;1;2;395,95
"13473";2015-01-03;2015;1;3;395,84
"13474";2015-01-04;2015;1;4;396,11
"13475";2015-01-05;2015;1;5;396,21
"13476";2015-01-06;2015;1;6;396,04
"13477";2015-01-07;2015;1;7;396,08
"13478";2015-01-08;2015;1;8;396,04
"13479";2015-01-09;2015;1;9;396,04
"13480";2015-01-10;2015;1;10;396,05
"13481";2015-01-11;2015;1;11;396,06
"13482";2015-01-12;2015;1;12;395,91
"13483";2015-01-13;2015;1;13;395,85
"13484";2015-01-14;2015;1;14;395,95
"13485";2015-01-15;2015;1;15;396,04
"13486";2015-01-16;2015;1;16;396,18
"13487";2015-01-17;2015;1;17;396,14
"13488";2015-01-18;2015;1;18;396,3
"13489";2015-01-19;2015;1;19;396,08
"13490";2015-01-20;2015;1;20;396,01
"13491";2015-01-21;2015;1;21;395,75
"13492";2015-01-22;2015;1;22;395,67
"13493";2015-01-23;2015;1;23;396
"13494";2015-01-24;2015;1;24;396,17
"13495";2015-01-25;2015;1;25;395,88
"13496";2015-01-26;2015;1;26;396,02
"13497";2015-01-27;2015;1;27;396,05
"13498";2015-01-28;2015;1;28;396,05
"13499";2015-01-29;2015;1;29;396,06
"13500";2015-01-30;2015;1;30;396,08
"13501";2015-01-31;2015;1;31;395,98
"13502";2015-02-01;2015;2;1;396,19
"13503";2015-02-02;2015;2;2;396,14
"13504";2015-02-03;2015;2;3;396,14
"13505";2015-02-04;2015;2;4;396,11
"13506";2015-02-05;2015;2;5;396,13
"13507";2015-02-06;2015;2;6;396,14
"13508";2015-02-07;2015;2;7;396,1
"13509";2015-02-08;2015;2;8;396,08
"13510";2015-02-09;2015;2;9;396,08
"13511";2015-02-10;2015;2;10;396,08
"13512";2015-02-11;2015;2;11;396,14
"13513";2015-02-12;2015;2;12;396,16
"13514";2015-02-13;2015;2;13;396,16
"13515";2015-02-14;2015;2;14;396,06
"13516";2015-02-15;2015;2;15;396,1
"13517";2015-02-16;2015;2;16;396,1
"13518";2015-02-17;2015;2;17;396,05
"13519";2015-02-18;2015;2;18;396
"13520";2015-02-19;2015;2;19;395,96
"13521";2015-02-20;2015;2;20;395,87
"13522";2015-02-21;2015;2;21;395,99
"13523";2015-02-22;2015;2;22;395,95
"13524";2015-02-23;2015;2;23;395,83
"13525";2015-02-24;2015;2;24;395,89
"13526";2015-02-25;2015;2;25;395,7
"13527";2015-02-26;2015;2;26;395,83
"13528";2015-02-27;2015;2;27;395,82
"13529";2015-02-28;2015;2;28;395,81
"13530";2015-03-01;2015;3;1;395,81
"13531";2015-03-02;2015;3;2;395,77
"13532";2015-03-03;2015;3;3;395,9
"13533";2015-03-04;2015;3;4;396,02
"13534";2015-03-05;2015;3;5;396,15
"13535";2015-03-06;2015;3;6;396,16
"13536";2015-03-07;2015;3;7;396,17
"13537";2015-03-08;2015;3;8;396,08
"13538";2015-03-09;2015;3;9;396,08
"13539";2015-03-10;2015;3;10;396,15
"13540";2015-03-11;2015;3;11;395,92
"13541";2015-03-12;2015;3;12;395,89
"13542";2015-03-13;2015;3;13;396,02
"13543";2015-03-14;2015;3;14;395,96
"13544";2015-03-15;2015;3;15;396,18
"13545";2015-03-16;2015;3;16;396,1
"13546";2015-03-17;2015;3;17;396,04
"13547";2015-03-18;2015;3;18;396,12
"13548";2015-03-19;2015;3;19;396,11
"13549";2015-03-20;2015;3;20;396,01
"13550";2015-03-21;2015;3;21;396,01
"13551";2015-03-22;2015;3;22;396,09
"13552";2015-03-23;2015;3;23;396,18
"13553";2015-03-24;2015;3;24;396,17
"13554";2015-03-25;2015;3;25;396,17
"13555";2015-03-26;2015;3;26;396,19
"13556";2015-03-27;2015;3;27;396,17
"13557";2015-03-28;2015;3;28;396,14
"13558";2015-03-29;2015;3;29;396,15
"13559";2015-03-30;2015;3;30;396,18
"13560";2015-03-31;2015;3;31;396,21
"13561";2015-04-01;2015;4;1;396,17
"13562";2015-04-02;2015;4;2;396,22
"13563";2015-04-03;2015;4;3;396,34
"13564";2015-04-04;2015;4;4;396,27
"13565";2015-04-05;2015;4;5;396,24
"13566";2015-04-06;2015;4;6;396,19
"13567";2015-04-07;2015;4;7;396,22
"13568";2015-04-08;2015;4;8;396,27
"13569";2015-04-09;2015;4;9;396,24
"13570";2015-04-10;2015;4;10;396,26
"13571";2015-04-11;2015;4;11;396,32
"13572";2015-04-12;2015;4;12;396,33
"13573";2015-04-13;2015;4;13;396,36
"13574";2015-04-14;2015;4;14;396,41
"13575";2015-04-15;2015;4;15;396,48
"13576";2015-04-16;2015;4;16;396,45
"13577";2015-04-17;2015;4;17;396,39
"13578";2015-04-18;2015;4;18;396,45
"13579";2015-04-19;2015;4;19;396,43
"13580";2015-04-20;2015;4;20;396,46
"13581";2015-04-21;2015;4;21;396,46
"13582";2015-04-22;2015;4;22;396,42
"13583";2015-04-23;2015;4;23;396,48
"13584";2015-04-24;2015;4;24;396,48
"13585";2015-04-25;2015;4;25;396,48
"13586";2015-04-26;2015;4;26;396,51
"13587";2015-04-27;2015;4;27;396,55
"13588";2015-04-28;2015;4;28;396,61
"13589";2015-04-29;2015;4;29;396,64
"13590";2015-04-30;2015;4;30;396,61
"13591";2015-05-01;2015;5;1;396,59
"13592";2015-05-02;2015;5;2;396,61
"13593";2015-05-03;2015;5;3;396,61
"13594";2015-05-04;2015;5;4;396,66
"13595";2015-05-05;2015;5;5;396,69
"13596";2015-05-06;2015;5;6;396,72
"13597";2015-05-07;2015;5;7;396,73
"13598";2015-05-08;2015;5;8;396,71
"13599";2015-05-09;2015;5;9;396,77
"13600";2015-05-10;2015;5;10;396,73
"13601";2015-05-11;2015;5;11;396,78
"13602";2015-05-12;2015;5;12;396,77
"13603";2015-05-13;2015;5;13;396,77
"13604";2015-05-14;2015;5;14;396,75
"13605";2015-05-15;2015;5;15;396,79
"13606";2015-05-16;2015;5;16;396,82
"13607";2015-05-17;2015;5;17;396,87
"13608";2015-05-18;2015;5;18;396,9
"13609";2015-05-19;2015;5;19;396,89
"13610";2015-05-20;2015;5;20;396,93
"13611";2015-05-21;2015;5;21;396,99
"13612";2015-05-22;2015;5;22;397,06
"13613";2015-05-23;2015;5;23;396,98
"13614";2015-05-24;2015;5;24;397,02
"13615";2015-05-25;2015;5;25;397,02
"13616";2015-05-26;2015;5;26;397,04
"13617";2015-05-27;2015;5;27;397,12
"13618";2015-05-28;2015;5;28;397,05
"13619";2015-05-29;2015;5;29;397,14
"13620";2015-05-30;2015;5;30;397,35
"13621";2015-05-31;2015;5;31;397,19
"13622";2015-06-01;2015;6;1;397,2
"13623";2015-06-02;2015;6;2;397,21
"13624";2015-06-03;2015;6;3;397,25
"13625";2015-06-04;2015;6;4;397,27
"13626";2015-06-05;2015;6;5;397,26
"13627";2015-06-06;2015;6;6;397,28
"13628";2015-06-07;2015;6;7;397,2
"13629";2015-06-08;2015;6;8;397,21
"13630";2015-06-09;2015;6;9;397,22
"13631";2015-06-10;2015;6;10;397,18
"13632";2015-06-11;2015;6;11;397,2
"13633";2015-06-12;2015;6;12;397,2
"13634";2015-06-13;2015;6;13;397,16
"13635";2015-06-14;2015;6;14;397,16
"13636";2015-06-15;2015;6;15;397,21
"13637";2015-06-16;2015;6;16;397,21
"13638";2015-06-17;2015;6;17;397,31
"13639";2015-06-18;2015;6;18;397,24
"13640";2015-06-19;2015;6;19;397,25
"13641";2015-06-20;2015;6;20;397,21
"13642";2015-06-21;2015;6;21;397,27
"13643";2015-06-22;2015;6;22;397,3
"13644";2015-06-23;2015;6;23;397,27
"13645";2015-06-24;2015;6;24;397,29
"13646";2015-06-25;2015;6;25;397,33
"13647";2015-06-26;2015;6;26;397,4
"13648";2015-06-27;2015;6;27;397,42
"13649";2015-06-28;2015;6;28;397,47
"13650";2015-06-29;2015;6;29;397,5
"13651";2015-06-30;2015;6;30;397,37
"13652";2015-07-01;2015;7;1;397,38
"13653";2015-07-02;2015;7;2;397,38
"13654";2015-07-03;2015;7;3;397,51
"13655";2015-07-04;2015;7;4;397,54
"13656";2015-07-05;2015;7;5;397,52
"13657";2015-07-06;2015;7;6;397,55
"13658";2015-07-07;2015;7;7;397,53
"13659";2015-07-08;2015;7;8;397,54
"13660";2015-07-09;2015;7;9;397,56
"13661";2015-07-10;2015;7;10;397,57
"13662";2015-07-11;2015;7;11;397,55
"13663";2015-07-12;2015;7;12;397,55
"13664";2015-07-13;2015;7;13;397,54
"13665";2015-07-14;2015;7;14;397,64
"13666";2015-07-15;2015;7;15;397,61
"13667";2015-07-16;2015;7;16;397,65
"13668";2015-07-17;2015;7;17;397,74
"13669";2015-07-18;2015;7;18;397,75
"13670";2015-07-19;2015;7;19;397,79
"13671";2015-07-20;2015;7;20;397,81
"13672";2015-07-21;2015;7;21;397,81
"13673";2015-07-22;2015;7;22;397,84
"13674";2015-07-23;2015;7;23;397,87
"13675";2015-07-24;2015;7;24;397,87
"13676";2015-07-25;2015;7;25;397,88
"13677";2015-07-26;2015;7;26;397,86
"13678";2015-07-27;2015;7;27;397,92
"13679";2015-07-28;2015;7;28;397,95
"13680";2015-07-29;2015;7;29;397,92
"13681";2015-07-30;2015;7;30;397,94
"13682";2015-07-31;2015;7;31;397,93
"13683";2015-08-01;2015;8;1;397,95
"13684";2015-08-02;2015;8;2;397,95
"13685";2015-08-03;2015;8;3;397,98
"13686";2015-08-04;2015;8;4;398,01
"13687";2015-08-05;2015;8;5;397,97
"13688";2015-08-06;2015;8;6;398,06
"13689";2015-08-07;2015;8;7;398,08
"13690";2015-08-08;2015;8;8;398,06
"13691";2015-08-09;2015;8;9;398,1
"13692";2015-08-10;2015;8;10;398,1
"13693";2015-08-11;2015;8;11;398,09
"13694";2015-08-12;2015;8;12;398,08
"13695";2015-08-13;2015;8;13;398,12
"13696";2015-08-14;2015;8;14;398,22
"13697";2015-08-15;2015;8;15;398,22
"13698";2015-08-16;2015;8;16;398,21
"13699";2015-08-17;2015;8;17;398,23
"13700";2015-08-18;2015;8;18;398,31
"13701";2015-08-19;2015;8;19;398,3
"13702";2015-08-20;2015;8;20;398,27
"13703";2015-08-21;2015;8;21;398,33
"13704";2015-08-22;2015;8;22;398,38
"13705";2015-08-23;2015;8;23;398,51
"13706";2015-08-24;2015;8;24;398,51
"13707";2015-08-25;2015;8;25;398,52
"13708";2015-08-26;2015;8;26;398,55
"13709";2015-08-27;2015;8;27;398,54
"13710";2015-08-28;2015;8;28;398,39
"13711";2015-08-29;2015;8;29;398,48
"13712";2015-08-30;2015;8;30;398,55
"13713";2015-08-31;2015;8;31;398,63
"13714";2015-09-01;2015;9;1;398,64
"13715";2015-09-02;2015;9;2;398,72
"13716";2015-09-03;2015;9;3;398,66
"13717";2015-09-04;2015;9;4;398,63
"13718";2015-09-05;2015;9;5;398,61
"13719";2015-09-06;2015;9;6;398,57
"13720";2015-09-07;2015;9;7;398,61
"13721";2015-09-08;2015;9;8;398,6
"13722";2015-09-09;2015;9;9;398,62
"13723";2015-09-10;2015;9;10;398,58
"13724";2015-09-11;2015;9;11;398,55
"13725";2015-09-12;2015;9;12;398,6
"13726";2015-09-13;2015;9;13;398,59
"13727";2015-09-14;2015;9;14;398,61
"13728";2015-09-15;2015;9;15;398,67
"13729";2015-09-16;2015;9;16;398,65
"13730";2015-09-17;2015;9;17;398,65
"13731";2015-09-18;2015;9;18;398,64
"13732";2015-09-19;2015;9;19;398,62
"13733";2015-09-20;2015;9;20;398,66
"13734";2015-09-21;2015;9;21;398,67
"13735";2015-09-22;2015;9;22;398,66
"13736";2015-09-23;2015;9;23;398,69
"13737";2015-09-24;2015;9;24;398,68
"13738";2015-09-25;2015;9;25;398,71
"13739";2015-09-26;2015;9;26;398,7
"13740";2015-09-27;2015;9;27;398,71
"13741";2015-09-28;2015;9;28;398,68
"13742";2015-09-29;2015;9;29;398,66
"13743";2015-09-30;2015;9;30;398,57
"13744";2015-10-01;2015;10;1;398,56
"13745";2015-10-02;2015;10;2;398,5
"13746";2015-10-03;2015;10;3;398,48
"13747";2015-10-04;2015;10;4;398,49
"13748";2015-10-05;2015;10;5;398,47
"13749";2015-10-06;2015;10;6;398,58
"13750";2015-10-07;2015;10;7;398,53
"13751";2015-10-08;2015;10;8;398,61
"13752";2015-10-09;2015;10;9;398,62
"13753";2015-10-10;2015;10;10;398,6
"13754";2015-10-11;2015;10;11;398,61
"13755";2015-10-12;2015;10;12;398,57
"13756";2015-10-13;2015;10;13;398,57
"13757";2015-10-14;2015;10;14;398,59
"13758";2015-10-15;2015;10;15;398,59
"13759";2015-10-16;2015;10;16;398,58
"13760";2015-10-17;2015;10;17;398,58
"13761";2015-10-18;2015;10;18;398,62
"13762";2015-10-19;2015;10;19;398,67
"13763";2015-10-20;2015;10;20;398,66
"13764";2015-10-21;2015;10;21;398,67
"13765";2015-10-22;2015;10;22;398,55
"13766";2015-10-23;2015;10;23;398,59
"13767";2015-10-24;2015;10;24;398,57
"13768";2015-10-25;2015;10;25;398,64
"13769";2015-10-26;2015;10;26;398,64
"13770";2015-10-27;2015;10;27;398,65
"13771";2015-10-28;2015;10;28;398,7
"13772";2015-10-29;2015;10;29;398,71
"13773";2015-10-30;2015;10;30;398,75
"13774";2015-10-31;2015;10;31;398,71
"13775";2015-11-01;2015;11;1;398,7
"13776";2015-11-02;2015;11;2;398,67
"13777";2015-11-03;2015;11;3;398,64
"13778";2015-11-04;2015;11;4;398,64
"13779";2015-11-05;2015;11;5;398,62
"13780";2015-11-06;2015;11;6;398,58
"13781";2015-11-07;2015;11;7;398,69
"13782";2015-11-08;2015;11;8;398,7
"13783";2015-11-09;2015;11;9;398,75
"13784";2015-11-10;2015;11;10;398,74
"13785";2015-11-11;2015;11;11;398,8
"13786";2015-11-12;2015;11;12;398,82
"13787";2015-11-13;2015;11;13;398,97
"13788";2015-11-14;2015;11;14;398,9
"13789";2015-11-15;2015;11;15;398,82
"13790";2015-11-16;2015;11;16;398,82
"13791";2015-11-17;2015;11;17;398,81
"13792";2015-11-18;2015;11;18;398,85
"13793";2015-11-19;2015;11;19;398,81
"13794";2015-11-20;2015;11;20;398,86
"13795";2015-11-21;2015;11;21;398,89
"13796";2015-11-22;2015;11;22;398,92
"13797";2015-11-23;2015;11;23;398,86
"13798";2015-11-24;2015;11;24;398,9
"13799";2015-11-25;2015;11;25;398,82
"13800";2015-11-26;2015;11;26;398,85
"13801";2015-11-27;2015;11;27;398,8
"13802";2015-11-28;2015;11;28;398,8
"13803";2015-11-29;2015;11;29;398,78
"13804";2015-11-30;2015;11;30;398,77
"13805";2015-12-01;2015;12;1;398,8
"13806";2015-12-02;2015;12;2;398,81
"13807";2015-12-03;2015;12;3;398,76
"13808";2015-12-04;2015;12;4;398,83
"13809";2015-12-05;2015;12;5;398,81
"13810";2015-12-06;2015;12;6;398,71
"13811";2015-12-07;2015;12;7;398,76
"13812";2015-12-08;2015;12;8;398,74
"13813";2015-12-09;2015;12;9;398,77
"13814";2015-12-10;2015;12;10;398,78
"13815";2015-12-11;2015;12;11;398,79
"13816";2015-12-12;2015;12;12;398,8
"13817";2015-12-13;2015;12;13;398,86
"13818";2015-12-14;2015;12;14;398,82
"13819";2015-12-15;2015;12;15;398,79
"13820";2015-12-16;2015;12;16;398,83
"13821";2015-12-17;2015;12;17;398,86
"13822";2015-12-18;2015;12;18;398,85
"13823";2015-12-19;2015;12;19;398,77
"13824";2015-12-20;2015;12;20;398,81
"13825";2015-12-21;2015;12;21;398,9
"13826";2015-12-22;2015;12;22;398,81
"13827";2015-12-23;2015;12;23;398,7
"13828";2015-12-24;2015;12;24;398,79
"13829";2015-12-25;2015;12;25;398,8
"13830";2015-12-26;2015;12;26;398,83
"13831";2015-12-27;2015;12;27;398,81
"13832";2015-12-28;2015;12;28;398,76
"13833";2015-12-29;2015;12;29;398,78
"13834";2015-12-30;2015;12;30;398,78
"13835";2015-12-31;2015;12;31;399,06
"13836";2016-01-01;2016;1;1;399,03
"13837";2016-01-03;2016;1;3;398,7
"13838";2016-01-04;2016;1;4;398,8
"13839";2016-01-05;2016;1;5;398,79
"13840";2016-01-06;2016;1;6;398,91
"13841";2016-01-07;2016;1;7;398,95
"13842";2016-01-08;2016;1;8;398,93
"13843";2016-01-09;2016;1;9;398,98
"13844";2016-01-10;2016;1;10;399,01
"13845";2016-01-11;2016;1;11;399,04
"13846";2016-01-12;2016;1;12;398,82
"13847";2016-01-13;2016;1;13;398,67
"13848";2016-01-14;2016;1;14;398,7
"13849";2016-01-22;2016;1;22;398,93
"13850";2016-01-23;2016;1;23;398,99
"13851";2016-01-24;2016;1;24;398,87
"13852";2016-01-25;2016;1;25;398,88
"13853";2016-01-26;2016;1;26;398,81
